"Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0."
995,26,4106,29549,T.F.C HIGH SCHOOL OF SCIENCE,SATAUN,SIRMOUR,173029,9th-10th (C ),,2025-26,"98164-96001, 98056-
10001,98822-62475, 98822-
62475",tfcschool20@gmail.com
996,27,4098,29550,"DR.RADHA KRISHANAN VIDYA NIKETAN PUBLIC
SCHOOL",SANGRAH,SIRMOUR,173023,9th-10th,,2025-26,"98165-84026, 80917-80078",sunilthakurkvn@gmail.com
997,28,4097,29551,"BAL VIDYA NIKETAN PUBLIC
HIGH SCHOOL",SANGRAH,SIRMOUR,173023,9th-10th (C ),,2025-26,"94187-04770, 98054-86831",bvmphssangrah@gmail.com
998,29,3908,29552,VIDYA KUNJ PUBLIC SCHOOL,BIKRAM BAGH,SIRMOUR,173001,9th-10th,,2025-26,"98055-56905, 94595-50066",oceanicvidyakunj@gmail.com
999,30,4079,29553,HIMALYAN PUBLIC SCHOOL,PURUWALA,SIRMOUR,173001,9th-10th,,2025-26,"94181-74097, 98166-74097,
82191-06949",hpspuruwala@gmail.com
1000,31,4045,29554,SIRMOUR HILLS PUBLIC SCHOOL,NAHAN,SIRMOUR,173001,9th-10th,,2025-26,"94183-21002,94181-00156,
82190-33361","sirmaur.hills.p.school@Gmail.co
m"
1001,32,4073,29555,HIMALYAN PUBLIC HIGH SCHOOL,PARARA(BECHAR KA BAGH),SIRMOUR,173001,9th-10th,,2025-26,"94188-27569, 98780-03065,
9418411887",himalayanschoolbkb@gmail.com
1002,33,3912,29556,"ADARSH VIDYA NIKETAN
PUBLIC HIGH SCHOOL",BOGDHAR,SIRMOUR,173104,9th-10th,,2025-26,"94182-34318,01702-317619",avnbogdhar@gmail.com
1003,34,4119,29557,"R.S.V.N. INTERNATIONAL
PUBLIC SCHOOL",SHILLAI,SIRMOUR,173027,9th-10th,11th-12th(Arts/Comm),2025-26,"98054-60575, 82196-57942",ssvnschool475@gmail.com
1004,35,3897,29558,SHIVA PUBLIC HIGH SCHOOL,BEHRE WALA,SIRMOUR,173001,9th-10th (C ),,2025-26,"98164-62308, 98579-50448","shivapublicschoolbehrewala100@g
mail.com"
1005,36,4005,29559,"DUNIHAND MEMO PUBLIC
SCHOOL",KISHANPURA,SIRMOUR,173025,9th-10th (C ),,2025-26,"90022-38040,80913-20560",dcmpspaonta@gmail.com
1006,37,4022,29560,HILL VIEW PUBLIC SCHOOL,MAJRA,SIRMOUR,173021,9th-10th,,2025-26,"98170-55024, 93180-55025",hillviewpublicschool@gmail.com
1007,38,4975,29563,"SHANKRACHARYA.SHISHU VIDYA NIKETAN PUBLIC
SCHOOL BADRI NAGAR",PAONTA SAHIB,SIRMOUR,173025,9th-10th (C ),,2025-26,"01704-224485,88948-13555,
94181-74597, 98161-49044",ssvnps4520@gmail.com
1008,39,5108,29564,"GURU KRIPA GURUKUL
PUBLIC SCHOOL",PATLION,SIRMOUR,173025,9th-10th (C ),,2025-26,"93180-18143,70186-11508,",gurukripagukul@gmail.com
1009,40,5109,29565,SHARDA VIDYA MANDIR,K.W.BHOOD,SIRMOUR,173026,9th-10th (C ),,2025-26,"94188-22118, 94181-26450",svmkwbhood@gmail.com
1010,41,5237,29566,"DAYANAND AADARSH
VIDYA NIKETEN PUBLIC SCHOOL",DADAHU,SIRMOUR,173022,9th-10th,,2025-26,94181-82257,davn979@gmail.com
1011,42,5489,29568,AKSHARDHAM PUBLIC SCHOOL MOGINAND,NAHAN,SIRMOUR,173030,9TH-10TH,,2025-26,98160-25121,"akshardhampublicschool@gmail.
com"
1012,43,5490,29569,"GURUKRIPA VIDYA NIKETAN
PUBLIC SCHOOL",BURMA PAPRI,SIRMOUR,173030,9th-10th (C ),,2025-26,"9805350659, 82191-91859",gvnpubschool659@gmail.com
1013,44,5308,29570,Dr. Y. S.  PARMAR MEMORIAL PUBLIC SCHOOL,HARIPURDHAR,SIRMOUR,173032,9th -10th (C ),,2025-26,86278-82005  94590-24897,yspmpschool777@gmail.com
1014,45,5509,,"HIM VIDYA MANDIR PUBLIC
SCHOOL",SANGRAH,SIRMOUR,173023,9th - 10th (c ),,2025-26,"8580774191, 8679030598",himvidyamandir@gmail.com
1015,46,5534,,SNEH PUBLIC SCHOOL,KALA AMB,SIRMOUR,173030,9th - 10th (c ),,2025-26,9816899966,spskalaamb@gmail.com
1016,47,5540,,"MAA BHAGWATI PUBLIC
SCHOOL",HARIPURDHAR,SIRMOUR,173032,9th - 10th,,2025-26,"8219283178, 9816104426",mbpschoolhpd07@gmail.com
1017,48,4072,30501,"SARSWATI VIDYA MANDIR
SR.SEC.SCHOOL",PAONTA SAHIB,SIRMOUR,173025,9th-12th(COMM.) (C ),,2025-26,"01704-222478,94183-72160,
8894520017",svmpoantasahib@gmail.com
1018,49,4063,30503,"BIBI JEET KAUR
MEMO.SR.SEC.SCHOOL",PAUNTA SAHIB,SIRMOUR,173025,9th-+2(Arts/Sci/Comm),,2025-26,"70186-21195,01704-222878,
92184-22878, 8219118687",bjkpaonta@rediffmail.com
1019,50,3907,30505,"NEW CRESCENT
(Girls)SR.SEC.  SCHOOL BHUPPUR",PAONTA SAHIB,SIRMOUR,173025,9th-+2(Arts),,2025-26,"01704-224898, 98055-07506,
94180-87586",crescent.sss69@gmail.com
1020,51,3921,30507,"PARAMHANSA YOGANANDA PUBLIC
SR.SEC.SCHOOL",CHUNVI CHARNA,SIRMOUR,173104,9th-+2(Arts) (C ),,2025-26,"94590-26708,94590-26710,
82191-78418",balrajbhaluni5@gmail.com
1021,52,4044,30508,CAREER ACADEMY SR.SEC.SCHOOL JARJA,NAHAN,SIRMOUR,173001,9th-12th(SCI/COMM/ARTS) (C ),,2025-26,"86298-97841, 94182-30344",school@careeracademy@gmail.com
1022,53,3956,30509,"KIRAN VIDYA NIKETAN
PUBLIC SCHOOL",GHUNDANA,SIRMOUR,173022,9th-+2 (Arts/Sc.),,2025-26,98053-27762,kunghundana.123@gmail.com
1023,54,3927,30510,"RENUKAJI VIDYA NIKETAN
HIGH SCHOOL",DADAHU,SIRMOUR,173022,9th-+2(Arts/Sci.),,2025-26,"88944-86060, 94182-87107,
82192-66160",rvnrenuka@yahoo.in
1024,55,4123,30511,SAI VIDYA NIKETAN HIGH SCHOOL,SHYAMPUR,SIRMOUR,173025,9th-12th (Arts/Comm),,2025-26,"1704-200466, 98186-66623,
82197-77761",saividyaniketan22@gmail.com
1025,56,4040,30512,"SHISHU VIDYA NIKETAN
PUBLIC SCHOOL",NAHAN,SIRMOUR,173001,9th-12th(Sci),,2025-26,"94181-17158, 94180-06658",svnnahannhn@gmail.com
1026,57,5131,30515,"DUGGALS CAREER PUBLIC
SCHOOL",PAONTA SAHIB,SIRMOUR,173025,9th-12th (Sci/Comm),11th-12th (Arts),2025-26,80913-04511  82196-32236,duggalscareerschool@gmail.com
1027,58,4122,30516,"THE DAFFODILS HIGH
SCHOOL",SHIV PUR,SIRMOUR,173025,9th-+2(Arts/Comm) (C ),,2025-26,"98571-38087, 98054-13402",gurmeetsaini80@gmail.com
1028,59,3877,30517,SARVODYA PUBLIC SCHOOL,AJOLI,SIRMOUR,173025,9th-+2(Arts) (C ),,2025-26,"94183-21241, 93187-42720",sarvodayaajoli@gmail.com
1029,60,4069,30518,"JINDAL PUBLIC SCHOOL
KUNJA MATRALION",PAONTA SAHIB,SIRMOUR,173025,9th-+2(Arts/Sci/Comm),,2025-26,"94180-89538, 94189-15357",jps.paontasahib@gmail.com
1030,61,3928,30519,A.K.M.PUBLIC HIGH SCHOOL,DADAHU,SIRMOUR,173022,9th-+2(Arts/Sci),,2025-26,"94182-87125, 94590-24526,
82192-38118",akmschool111@gmail.com
1031,62,4103,30520,D.A.V. SR.SEC.SCHOOL,SARAHAN,SIRMOUR,173024,9th-+2(Arts/Comm),,2025-26,"01799-236669,94181-60300",dav474@gmail.com
1032,63,4039,30522,"PAARANGAT SCHOOL OF
EXCELLANCE  KANSIWALA",NAHAN,SIRMOUR,173001,9th-+2(Arts/Sci/Comm),,2025-26,"98160-05121,94182-63943",paarangatschoolnahan@gmail.com
1033,64,4112,30523,NEW WAY PUBLIC SCHOOL,SHAMBHUWALA,SIRMOUR,173001,9th-+2(Arts) (C ),,2025-26,"98163-51905, 89885-14655,
94594-23146","newwaypublicschoolshambhuwala.c
om"
1034,65,4070,30524,"GLOBAL ACADEMY PUBLIC
SCHOOL",PAONTA SAHIB,SIRMOUR,173025,9th-12th(Arts/Sci/Comm),,2025-26,"94180-86224,01704-208224,
94180-86225",globalacademy.paonta@gmail.com
1035,66,5533,30525,"BRILLIANT MOUNT
SR.SEC. SCHOOL",DHAULAKUAN,SIRMOUR,,"9th -
12th(Arts/Sci/Comm)",,2025-26,8219247155,"mamgainedusociety23@gmail.co
m"
1036,67,4974,30526,"NAINA DEVI VIDYA NIKETAN(N.V.N) PUBLIC
SCHOOL",NAINA TIKKAR,SIRMOUR,173229,9th-+2(Arts/Comm) (c ),,2025-26,"98173-92844,88943-72627",nvnpublicsch.ntk@gmail.com
1037,1,4576,31503,A.P.H.S,SALOH(BADHERA),UNA,177209,9th-10th (C ),,2025-26,"01975-281009, 98160-52321",areanpublicschool@gmail.com
1038,2,4490,31505,"PT.DEVI DASS SHASTRI
SARSWATI VIDYA MANDIR",KATOHAR  KHURD,UNA,,9th-10th (C ),,2025-26,8219901319,principalsvmkk@gmail.com
1039,3,4550,31509,"SWAMI VIVEKA NAND
MODEL HIGH SCHOOL",PANJAWAR,UNA,177208,9th-10th,,2025-26,"93188-13590, 94189-67032",svmspanjwar@yahoo.in
1040,4,4495,31518,"LORD KRISHNA PUBLIC HIGH
SCHOOL",KOTLA KALAN,UNA,174303,9th-10th,,2025-26,98161-46998,lordkrishnauna@gmail.com
1041,5,4527,31522,"SWAMI RAM TIRATH PUBLIC
HIGH SCHOOL",MEHATPUR,UNA,174315,9th-10th (C ),,2025-26,"01975-233096, 93187-
06198,94597-75834",srt1mehatpur@gmail.com
1042,6,4525,31529,"MOUNT EVEREST MODEL
HIGH SCHOOL",MEHATPUR,UNA,174315,9th-10th (C ),,2025-26,"82193-03759, 98052-25100",hand_subh49@gmail.com
1043,7,4597,31530,"SHIVALIK PUBLIC HIGH
SCHOOL",TANOH,UNA,174308,9th-10th,,2025-26,"94185-33274, 82788-50619",spstanoh@gmail.com
1044,8,4385,31533,ARYA PUBLIC SCHOOL,BANGANA,UNA,174307,9th-10th,,2025-26,9816060755/7018236311,aryabgn@gmail.com
1045,9,4603,31534,"KALYAN MOUNT SHIVALIK
PUBLIC SCHOOL",UNA,UNA,174303,9th-10th,,2025-26,"01975-226157,94180-
85160,98178-23013",kmspsuna@yahoo.in
1046,10,4450,31537,"JEEVAN JYOTI PUBLIC
SCHOOL",DHUSARA,UNA,173302,9th-10th (C ),,2025-26,98166-33283,JeevanJyoti83@gmail.com
1047,11,4453,31538,P.A.R.MODEL SCHOOL,DOHGI,UNA,174307,9th-10th (C ),,2025-26,"7018501151,94185-51087","parmdelhighschooldohgi@rediffmai
l.com"
1048,12,4502,31542,SHIVAJI MODEL SCHOOL,KURIALA,UNA,174303,9th-10th,,2025-26,98166-17323,jlpspattamehlog@gmail.com
1049,13,4575,31543,"VISHAV BHARTI PUBLIC
SCHOOL",SALOH,UNA,177209,9th-10th,,2025-26,98055-25107,vishavbhartisaloh@gmail.com
1050,14,4568,31546,"ST.B.D.PUBLIC  HIGH
SCHOOL",RAINSARY,UNA,174303,9th-10th,,2025-26,98057-28199,stbdsrainsary@gmail.com
1051,15,4452,31552,"GURU NANAK PUBLIC
SCHOOL",DILWAN,UNA,174316,9th-10th,,2025-26,7018764076/8894401640,"GuruNanakschooldilwan@gmail.co
m"
1052,16,4532,31553,"DAWN PUBLIC SCHOOL RAM
NAGAR",NANDPUR,UNA,177211,9th-10th (C ),,2025-26,"98161-37266, 98052-40006",Dpsramnagar1994@gmail.com
1053,17,4510,31554,AJANTA PUBLIC SCHOOL,LALUWAL,UNA,176601,9th-10th (C ),,2025-26,"98057-77395, 94180-15275",ajantapublic@gmail.com
1054,18,4420,31555,K.P.S. PUBLIC SCHOOL,CHANDPUR,UNA,177220,9th-10th (C ),,2025-26,"94187-30000, 94187-29000",arvindkps677@gmail.com
1055,19,4570,31557,SARSWATI PUBLIC SCHOOL,RAMPUR,UNA,174303,9th-10th,,2025-26,98163-07573,"sarswatischoolrampuruna@gmail.co
m"
1056,20,4511,31561,"VIVEKANAND PUBLIC
SCHOOL",LALUWAL,UNA,176601,9th-10th,,2025-26,"98162-40781,98163-86782,
82199-86881",vivekanandp97@gmail.com
1057,21,4593,31562,SHRI GURU PUBLIC SCHOOL,TAKKA,UNA,174303,9th-10th,,2025-26,"98051-21009,94186-97831",rsrajesh75@yahoo.com
1058,22,4548,31566,ADARSH PUBLIC SCHOOL,PANDOGA,UNA,177207,9th-10th,,2025-26,"98161-62947, 01975-
241525,98059-92239",apspuna@gmail.com
1059,23,4609,31567,HIMLAND PUBLIC SCHOOL,BASAL,UNA,174303,9th-10th,,2025-26,"97366-36109, 94186-01068",himlandschool@gmail.com
1060,24,4610,31568,"ABHINAV VIDYAMANDIR
PUBLIC SCHOOL",HAROLI,UNA,177220,9th-10th,,2025-26,"94185-37523, 94186-51875",abhinavschool77@gmail.com
1061,25,4773,31569,SWASTIK PUBLIC SCHOOL,MALAHAT,UNA,174303,9th-10th (C ),,2025-26,98161-26656,ranjits7373@gmail.com
1062,26,4774,31570,"SOLAHA SINGI MODEL
SCHOOL",PIPLOO,UNA,177041,9th-10th,,2025-26,"94184-05130, 94595-
04961,82191-56384",ssmodelschoolpiploo@gmail.com
1063,27,4469,31571,"SHAHEED BHAGAT SINGH
MEMO. PUBLIC SCHOOL",HAMBOLI,UNA,174316,9th-10th (C ),,2025-26,"94590-05133, 94182-50732",svm15642@gmail.com
1064,28,4775,31572,KUTLEHAR PUBLIC SCHOOL,BALH,UNA,174321,9th-10th,,2025-26,"98161-57505,01975-242211,
94183-82575",kpsbalhtihra@gmail.com
1065,29,4777,31573,JYOTI PUBLIC SCHOOL,DEHLAN,UNA,174306,9th-10th (c ),"11th-
12th(Arts/Sci/Comm)",2025-26,"98825-13992,98162-53950",jyotipublic school.950@gmail.com
1066,30,5132,31576,"SH.GURU NANAK DEV SR.SEC.SCHOOL PARTAP
NAGAR",AMB,UNA,177203,9th-10th,,2025-26,94189-73086,sgnd1152@gmail.com
1067,31,5242,31577,"SANT BABA SEWA SINGH JI
KHALSA MODEL SCHOOL",DEHLAN,UNA,174306,9th-10th,,2025-26,98726-27136,khalsaschooldehlan@gmail.com
1068,32,5279,31579,"SARASWATI VIDYA MANDIR
HIGH SCHOOL",CHINTPURNI,UNA,177110,9TH-10TH (C ),,2025-26,94188-72383,svmchintpurni20@gmail.com
1069,33,5275,31580,GYANDEEP PUBLIC SCHOOL,JADLA KOERI,UNA,177208,9th-10th (c ),,2025-26,98055-88457,rita14711@gmail.com
1070,34,4776,31581,"MOUNT EVEREST PUBLIC
SCHOOL",BADHERA,UNA,177209,9th-10th,,2025-26,8988362091,shailendrakumar@gmail.com
1071,35,5510,31583,"SARASWATI VIDYA
MANDIR HIGH SCHOOL","RAIPUR
SAHORAN",UNA,174315,9th - 10th (c ),,2025-26,8219716649,svmhsraipursahoran@gmail.com
1072,36,5519,31584,"MONAL GRACE PUBLIC
SCHOOL",KARAMPUR,UNA,177220,9th - 10th,,2025-26,7888683635,dograyogesh@yahoo.in
1073,37,5539,,"SANSKAR ADARSH
VIDYALAYA",BAHLETI,UNA,174307,9th - 10th,,2025-26,9418468099,savbangana2018@gmail.com
1074,38,4372,32501,MODERN SR.SEC.SCHOOL OF SCIENCES,AMB,UNA,177203,9th-+2(Sc.) (C ),,2025-26,"01976-261075, 98166-86724,",modern.school.amb@gmail.com
1075,39,4430,32502,S.V.N. SR.SEC.SCHOOL,CHOWKI MANIAR,UNA,176314,9th-+2(Sci.),,2025-26,"01975-279012, 98163-28930",vijay.dhiman36@gmail.com
1076,40,4544,32503,"GURUKUL PUBLIC
SR.SEC.SCHOOL",PAKKA PAROH,UNA,177203,9th-+2 (Sci/Com) (c ),,2025-26,"01976-210700, 70184-
33589,98168-57666",gurukulsch@gmail.com
1077,41,4370,32504,"SUDHA MODEL
SEN.SEC.SCHOOL",AMB,UNA,177203,9th-+2(Sci/Comm),,2025-26,8219321407/9459168026,sudhamodelschool@gmail.com
1078,42,4514,32505,D.A.V.PUBLIC SCHOOL,LATHIANI,UNA,174303,9th-12th(SCI/ARTS),,2025-26,"01975-293705,9805414146",prinlathdav@yahoo.com
1079,43,4526,32506,"SWADESH MEMO. VIVEKANAND SR.SEC.PUB
SCHOOL",MEHATPUR,UNA,174315,9th-+2(Arts/Sci/Comm),,2025-26,94184-62259.98056-00404,vatsajit@hotmail.com
1080,44,4371,32507,"SHIVALIK HILL PUBLIC
SR.SEC.SCHOOL",AMB,UNA,177203,9th-+2(Arts/Sci) (C ),,2025-26,"01976-260210,98162-75118",shivalikschoolamb@gmail.com
1081,45,4458,32512,"SWAMI VIVEKA NAND
PUBLIC SR.SEC.SCHOOL",GAGRET(BADOH),UNA,177201,9th-+2(Arts/Sci/Comm) (C ),,2025-26,"96257,1976-241408",svpschool10@gmail.com
1082,46,4373,32517,"SWAMI VIVEKANAND
PUBLIC SR.SEC. SCHOOL",AMB,UNA,177203,9th-+2(Arts/Sci/Comm),,2025-26,"92184-38703, 01976-260662",svpsssamb@yahoo.in
1083,47,4386,32524,"MATA SATYA WATI
SR.SEC.SCHOOL",BANGANA,UNA,174307,9th-+2(Arts/Sci/Comm),,2025-26,70182-18035,matasatyawati98@gmail.com
1084,48,4542,32525,"GOKUL MONTESSORI SR SEC
SCHOOL",NEHRIAN,UNA,177210,9th-+2(Sc.),,2025-26,8628863799,gmsn.rb2009@gmail.com
1085,49,4551,32526,"ST.MEERA PUBLIC HIGH
SCHOOL",PANJAWAR,UNA,177208,9th-+2(Sci/Comm) (c ),,2025-26,"01975-286032, 94182-14532",saintmeera98@gmail.com
1086,50,4541,32527,S.V.N. SR.SEC.SCHOOL,NEHRIAN,UNA,177210,9th-+2(Arts/Sci/Comm),,2025-26,"94184-84887, 98573-
84887,94590-87000",svnschoolnehrian2013@gmail.com
1087,51,4505,32528,"MOUNT EVEREST SR. SEC.
SCHOOL",KUTHAR KALAN,UNA,174303,9th-+2(Arts/Sci/Comm),,2025-26,94183-39011,mounteverest63@ymail.com
1088,52,4546,32530,S.D.PUBLIC SCHOOL,PALKWAH,UNA,177220,9th-+2(Sci/Comm) (c ),,2025-26,"98162-11207, 01975-284166",sdpublicschool207@gmail.com
1089,53,4520,32531,"P.S INTERNATIONAL
SR.SEC.SCHOOL",MAIRI,UNA,177210,9th-+2(Arts/Comm),,2025-26,"98160-63510, 98166-65442",PrincipalPsischoolmairi@gmail.com
1090,54,4538,32533,JAI BHARAT PUBLIC SCHOOL,NARI,UNA,174303,9th-10th,,2025-26,"98059-57336,98572-10089,
88942-45123",sneh.jbpsnari@gmail.com
1091,55,4406,32534,"ARYAN INTERNATIONAL
SCHOOL",BHARWAIN,UNA,177109,9th-+2(Sc.) (C ),,2025-26,"9816224312, 01976-
256756,98161-45753",aryan2005school@gmail.com
1092,56,4533,32536,"SHRI SAI BABA SR.SEC
PUBLIC SCHOOL",NANGAL JARIALAN,UNA,177212,9th-(Arts/Sci/Comm)(c ),,2025-26,"94187-82799,01976-
243533,88942-68459",nangalsaischool@gmail.com
1093,57,4574,32537,"SUNRISE PUBLIC SR.SEC.
SCHOOL",SALOH,UNA,177209,9th-12h(Arts/Sci/Comm),,2025-26,"98160-11449,01975-281449","sunrisepublicschoolsaloh@gmail.co
m"
1094,58,4411,32538,"SHIVALIK PUBLIC SR.SEC.
SCHOOL",BIHRU,UNA,174321,9th-12h(Sci/Comm),,2025-26,"94181-92026, 01975-242126",shivalikbihruuna8@gmail.com
1095,59,4508,32539,"SHISHU MODEL PUBLIC
SCHOOL",LALHRI,UNA,174301,9th-+2(Sci),,2025-26,98165-65491,SMPSSchool4@gmail.com
1096,60,4394,32540,BAL BHARTI PUBLIC SCHOOL,BATHU(GURPLAH),UNA,174301,9th-12th (SCI) (C ),,2025-26,"98821-51437, 98163-31371",rajesh70t@gmail.com
1097,61,4959,32542,"MAHADEV  PUBLIC SR.SEC.
SCHOOL",DAULATPURHOWK,UNA,177204,9th-+2(Arts/Sci/Comm),,2025-26,"96430-05370 ,88941-45515",parvatimemorial@yahoo.com
1098,62,4589,32543,"SHAHEED BHAGAT SINGH
MEMO. PUBLIC SCHOOL",SOHARI,UNA,177039,9th-+2(Sci),,2025-26,"98057-89299, 94184-18216",sbsmsohari@gmail.com
1099,63,4470,32544,"ST.RAMA MODEL HIGH
SCHOOL",HAMBOLI,UNA,174316,9th-12th (ARTS)  (c ),,2025-26,"01976-233313, 98161-97113",srmr007@gmail.com
1100,64,4487,32545,"TAGORE PUBLIC SENIOR
SECONDARY SCHOOL",KANGAR,UNA,177209,9th-12th(Arts/Sci/Comm),,2025-26,"94187-80085,94181-
90952,98051-75885",tagorepublic890@gmail.com
1101,65,5243,32546,THE PRESIDIUM WORLD SMART  & TECHNO SCHOOL,CHOWKI MANIAR,UNA,174314,9th-12th (Sci),,2025-26,7018656985,tarunsharmaster@gmail.com
1102,66,4486,32547,"D.A.V. PUBLIC MODEL
SCHOOL",KALLU-DI-BAR,UNA,171110,11th-+12th (Sci),,2025-26,96257-15626,davmkdb@gmail.com
1103,67,5537,32548,"GURUKUL ACADEMY
SCHOOL",BHIRU KALAN,UNA,174321,9th - 12th(Arts/Comm),,2025-26,trtilakraj143@gmail.com,
Already affiliated  for  3 years (Session 2025-26),,,,,,,,,,,,
"Total
Sr.N0.","S. Wise SR
No","School
Code",Affi. Code,"NAME OF THE
INSTITUTIONS",STATION,DISTRICT,PIN,Class,,SESSION,Telephone No.,E mail address
1104,1,1252,12708,"HILL MODREN PUBLIC
SR.SEC.SCHOOL",BHADHRAM,CHAMBA,176310,9th-+2(Arts/Sci.),,"2024-25 to
2026-27","01899-222078,94166-56619","hillmodern060067chamba@gmail.c
om"
1105,2,1269,12713,"MAHARISHI DAYANAND
ADARSH SR.SEC. SCHOOL",CHAMBA,CHAMBA,176310,"9th-12th (Arts/Comm/Sci)
(C  )",,"2023-24 to
2025-26","98052-57005,01899-223323,
94184-72366",mdauvcba@gmail.com
1106,1,1582,13516,"SAVITRI PUBLIC HIGH
SCHOOL",HAMIRPUR,HAMIRPUR,177001,9th-10th (C ),,"2023-24 to
2025-26","94184-99200,01972-22304,
82101-68593","savitripublic_school@rediffmail.co
m"
1107,2,1695,14005,"ST.SOLDIER CONVENT
SR.SEC.SCHOOL",SADOH,HAMIRPUR,177006,9th-+2(Arts/Comm.),,"2024-25 to
2026-27","98058-34201, 94181-24584",abhinavschool77@gmail.com
1108,3,1672,14011,"KID BUDS PUBLIC
SR.SEC.SCHOOL",PANGA(BIJHRI),HAMIRPUR,176029,9th-+2(Arts/Sci) (c ),,"2025-26 to
2027-28","01972-283877, 94181-78323",prinkbps@gmail.com
1109,4,1710,14019,M.S.C.SR.SEC.SCHOOL,SUJANPUR TIRA,HAMIRPUR,176110,9th-+2(Arts/Sci/Comm)(c ),,"2025-26 to
2027-28","01972-273175, 94184-72484",mscsujanpur@gmail.com
1110,5,1549,14033,ST.SAI PUBLIC SR SEC SCHOOL,DHANWANA KOT,HAMIRPUR,177027,9th-+2(Arts/Sci) (c ),,"2025-26 to
2027-28","01972-274133,98161-20493,
78763-66045","stsaipublicsrsecschool@gmail.co
m"
1111,6,1583,14053,SANT PUBLIC SCHOOL,HARETA AT BALHU,HAMIRPUR,174405,9th-+2(Sci.) (c ),,"2025-26 to
2027-28",7650052236,spshareta@gmail.com
1112,7,1524,14058,"BABA BALAK NATH SR.SEC.
SCHOOL",CHAKMOH,HAMIRPUR,176039,11th-+2(Arts/Sci.),,"2024-25 to
2026-27","01972-286400,94181-39700,
94181-41011",bbnchk2014@gmail.com
1113,8,5095,14075,"NEW GURUKUL PUBLIC
SCHOOL",GOPAL NAGAR,HAMIRPUR,177001,"9th-12th (Arts/Sci/Comm)
(C )",,"2023-24 to
2025-26","94185-17412,","newgpsgopalnagarhamirpur@gmail.
com"
1114,1,1934,16044,S.D.MODEL SCHOOL,DHANGOTI (LANJ),KANGRA,176026,9th-10th,,"2024-25 to
2026-27","8629051910, 8894948919",sdmodel919@gmail.com
1115,2,1864,16252,"AMAR LAXMI PUBLIC HIGH
SCHOOL",CHADHIAR,KANGRA,176088,9th-10th,,"2025-26 to
2027-28",94183-13087,VyasRana94@hotmail.com
1116,3,1770,17014,"BINWA PUBLIC
SR.SEC.SCHOOL",BAIJNATH,KANGRA,176125,9th-+2(Sci/Comm) ©,,"2025-26 to
2027-28","94181-55845,01894-262311",binwaschool@gmail.com
1117,4,2423,17082,"THE GUIDE PUBLIC SR.SEC.
SCHOOL",SHAHPUR,KANGRA,176206,9th-+2(Sc.),,"2024-25 to
2026-27","01892-238272,94180-86074",theguideschool@gmail.com
1118,5,2346,17088,"DAYA DEV PUBLIC SR.SEC.
SCHOOL",RAJIANA(53 MILES),KANGRA,176056,9th-+2 (Arts/Sci) ),,"2025-26 to
2027-28","01892-287040, 267002, 98167-
04409",dayadev.school@gmail.com
1119,6,2425,17110,"DHAULADHAR PUBLIC
SR.SEC. SCHOOL","SHAMNAGAR
(DHARAMSHALA)",KANGRA,176215,9th-+2(Arts/Sci/Comm) (C ),,"2023-24 to
2025-26",98887-22847,dpsshamnagar@gmail.com
1120,7,2364,17187,"TAGORE MODEL SR. SEC.
SCHOOL",REHAN,KANGRA,176040,9th-12th(Sci.) (C ),,"2023-24 to
2025-26",94181-85397,TAGOREMODELHIGHS@GMAIL.COM
1121,1,2731,19570,"JOHNSON'S TARA
INTERNATIONAL SCHOOL",RAISON,KULLU,175128,9th-10th (C ),,"2023-24 to
2025-26","01902-245223,98162-
73023,86288-00338",johnsontara.int.school@gmail.com
1122,2,2594,19711,"SNOWER VALLEY PUBLIC
SCHOOL",BAJAURA,KULLU,175125,9th-+2(Sci) (c ),,"2025-26 to
2027-28","98161-46633, 01902-265989",principalsvps@gmail.com
1123,3,2636,19712,"BHARAT BHARTI
SR.SEC.SCHOOL",DHALPUR,KULLU,175101,9th-+2 (Arts/Sci/Comm) (c ),,"2025-26 to
2027-28","01902-224992, 98161-36900","principal@bhartbhartischoolgmail.c
om"
1124,1,2930,22103,SARSWATI VIDYA MANDIR,CHURAG,MANDI,175010,9th-10th (C ),,"2023-24 to
2025-26",98164-11433,tripta0733@gmail.com
1125,2,3213,23046,"KING GEORGE ROYAL
PUBLIC SCHOOL",NER CHOWK,MANDI,175008,9th-+2(Sc.) (c ),,"2025-26 to
2027-28","01905-243448, 94184-50548",sharmakgrps@gmail.com
1126,3,3045,23053,"NEW CRESCENT
SR.SEC.PUBLIC SCHOOL",JOGINDER NAGAR,MANDI,175015,9th-12th(Sci),,"2024-25 to
2026-27","01908-224368,94180-97145",newcrescentgarorujnr@gmail.com
1127,1,3580,24561,"HILL INTERNATIONAL
PUBLIC SCHOOL",JUBBAL,SHIMLA,171205,9th-10th (C ),,"2023-24 to
2025-26","94188-55559, 01781-253159",hillsint59@gmail.com
1128,2,3654,26016,"SARSWATI VIDYA MANDIR
SR.SEC. SCHOOL",KUMARSAIN,SHIMLA,171029,9th-+2(Sci.) (c ),,"2024-25 to
2026-27","01782-240172,94592-93859,
98172-20204",svmkumarsain@yahoo.in
